description,hostname,field_name,field_value,snmp_index,data_source_path
 P-D2-JT2,61.5.14.159,ifName,Bundle-Ether24,869,<path_rra>/p-d2-jt2_new_traffic_in_155517.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/17,1449,<path_rra>/p-d1-btc_traffic_in_164361.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/16,1448,<path_rra>/p-d1-btc_traffic_in_164360.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/15,1447,<path_rra>/p-d1-btc_traffic_in_164359.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/14,1446,<path_rra>/p-d1-btc_traffic_in_164358.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/13,1445,<path_rra>/p-d1-btc_traffic_in_164357.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/12,1444,<path_rra>/p-d1-btc_traffic_in_164356.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/23,863,<path_rra>/p-d7-ptr_traffic_in_175391.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/24,864,<path_rra>/p-d7-ptr_traffic_in_175392.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/25,865,<path_rra>/p-d7-ptr_traffic_in_175393.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/26,866,<path_rra>/p-d7-ptr_traffic_in_175394.rrd
 P-D7-PNK,61.5.14.55,ifName,HundredGigE0/4/0/4,346,<path_rra>/p-d7-pnk_traffic_in_175605.rrd
 P-D7-PNK,61.5.14.55,ifName,HundredGigE0/4/0/2,343,<path_rra>/p-d7-pnk_traffic_in_175606.rrd
 P-D7-PNK,61.5.14.55,ifName,HundredGigE0/14/0/27,686,<path_rra>/p-d7-pnk_traffic_in_177097.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/4/0/31,662,<path_rra>/p-d7-mdo_traffic_in_178831.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/4/0/25,656,<path_rra>/p-d7-mdo_traffic_in_178825.rrd
 P-D7-PNK,61.5.14.55,ifName,HundredGigE0/14/0/28,687,<path_rra>/p-d7-pnk_traffic_in_177098.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/22,1587,<path_rra>/p-d1-bds_traffic_in_175255.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/15/0/21,1552,<path_rra>/p-d1-bds_traffic_in_175222.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/15/0/20,1551,<path_rra>/p-d1-bds_traffic_in_175221.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/29,1593,<path_rra>/p-d1-bds_traffic_in_175261.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/28,1592,<path_rra>/p-d1-bds_traffic_in_175260.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/23,1678,<path_rra>/p-d1-btc_traffic_in_175327.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/24,1679,<path_rra>/p-d1-btc_traffic_in_175328.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/25,1611,<path_rra>/p-d1-btc_traffic_in_175281.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/26,1612,<path_rra>/p-d1-btc_traffic_in_175282.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/27,1613,<path_rra>/p-d1-btc_traffic_in_175283.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/28,1614,<path_rra>/p-d1-btc_traffic_in_175284.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/29,1615,<path_rra>/p-d1-btc_traffic_in_175285.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/22,1608,<path_rra>/p-d1-btc_traffic_in_175278.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/13,853,<path_rra>/p-d7-ptr_traffic_in_175381.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/12,852,<path_rra>/p-d7-ptr_traffic_in_175380.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/11,851,<path_rra>/p-d7-ptr_traffic_in_175379.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/10,850,<path_rra>/p-d7-ptr_traffic_in_175378.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/9,849,<path_rra>/p-d7-ptr_traffic_in_175377.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/8,848,<path_rra>/p-d7-ptr_traffic_in_175376.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/26,1591,<path_rra>/p-d1-bds_traffic_in_175259.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/28,701,<path_rra>/p-d5-kbl_traffic_in_150006.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/30,847,<path_rra>/p-d7-ptr_traffic_in_175375.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/13,1668,<path_rra>/p-d1-btc_traffic_in_175317.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/14,1669,<path_rra>/p-d1-btc_traffic_in_175318.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/31,794,<path_rra>/p-d7-mdo_traffic_in_178895.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/30,793,<path_rra>/p-d7-mdo_traffic_in_178894.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/29,792,<path_rra>/p-d7-mdo_traffic_in_178893.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/21,861,<path_rra>/p-d7-ptr_traffic_in_175389.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/22,862,<path_rra>/p-d7-ptr_traffic_in_175390.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/26,789,<path_rra>/p-d7-mdo_traffic_in_178890.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/31,1617,<path_rra>/p-d1-btc_traffic_in_175287.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/14/0/13,697,<path_rra>/p-d7-mdo_traffic_in_178832.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/14/0/0,698,<path_rra>/p-d7-mdo_traffic_in_178833.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/14/0/1,699,<path_rra>/p-d7-mdo_traffic_in_178834.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/14/0/2,700,<path_rra>/p-d7-mdo_traffic_in_178835.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/4/0/26,657,<path_rra>/p-d7-mdo_traffic_in_178826.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/14/0/3,701,<path_rra>/p-d7-mdo_traffic_in_178836.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/1/9,123,<path_rra>/p-d7-mdo_traffic_in_175578.rrd
 P-D7-BAL,61.5.13.11,ifName,Bundle-Ether107,1166,<path_rra>/p-d7-bal_traffic_in_175751.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/30,1616,<path_rra>/p-d1-btc_traffic_in_175286.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/17,780,<path_rra>/p-d7-mdo_traffic_in_178881.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/6/0/12,1644,<path_rra>/p-d1-btc_traffic_in_175293.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/15,778,<path_rra>/p-d7-mdo_traffic_in_178879.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/14,777,<path_rra>/p-d7-mdo_traffic_in_178878.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/2,806,<path_rra>/p-d7-ptr_traffic_in_175374.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/7,805,<path_rra>/p-d7-ptr_traffic_in_175373.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/1,804,<path_rra>/p-d7-ptr_traffic_in_175372.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/4,803,<path_rra>/p-d7-ptr_traffic_in_175371.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/0,802,<path_rra>/p-d7-ptr_traffic_in_175370.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/3,801,<path_rra>/p-d7-ptr_traffic_in_175369.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/14/0/24,996,<path_rra>/p-d7-ptr_traffic_in_175450.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/14/0/25,997,<path_rra>/p-d7-ptr_traffic_in_175451.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/20,1606,<path_rra>/p-d1-btc_traffic_in_175276.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/14/0/20,1519,<path_rra>/p-d1-bds_traffic_in_175189.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/14/0/19,1518,<path_rra>/p-d1-bds_traffic_in_175188.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/14/0/18,1517,<path_rra>/p-d1-bds_traffic_in_175187.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/19,1178,<path_rra>/p-d1-bds_traffic_in_146028.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/14/0/26,998,<path_rra>/p-d7-ptr_traffic_in_175452.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/23,1588,<path_rra>/p-d1-bds_traffic_in_175256.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/0/0/15,164,<path_rra>/p2-d1-btc_traffic_in_138675.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/3/0/26,483,<path_rra>/p-d1-bds_traffic_in_158213.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/3/0/27,484,<path_rra>/p-d1-bds_traffic_in_158214.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/3/0/28,485,<path_rra>/p-d1-bds_traffic_in_158215.rrd
 P-D7-PNK,61.5.14.55,ifName,Bundle-Ether20,443,<path_rra>/p-d7-pnk_traffic_in_162416.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/0/0/3,152,<path_rra>/p2-d1-btc_traffic_in_138663.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/0/0/2,151,<path_rra>/p2-d1-btc_traffic_in_138662.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/12,1171,<path_rra>/p-d1-bds_traffic_in_146021.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/13,1172,<path_rra>/p-d1-bds_traffic_in_146022.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/14,1173,<path_rra>/p-d1-bds_traffic_in_146023.rrd
 P-D2-JT2,61.5.14.159,ifName,TenGigE0/9/0/9,671,<path_rra>/p-d2-jt2_new_traffic_in_153642.rrd
 P-D2-JT2,61.5.14.159,ifName,TenGigE0/9/0/10,672,<path_rra>/p-d2-jt2_new_traffic_in_153643.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/17,1176,<path_rra>/p-d1-bds_traffic_in_146026.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/9,1168,<path_rra>/p-d1-bds_traffic_in_146018.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/8,1167,<path_rra>/p-d1-bds_traffic_in_146017.rrd
 P-D2-JT2,61.5.14.159,ifName,HundredGigE0/1/0/27,527,<path_rra>/p-d2-jt2_new_traffic_in_153524.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/15,1174,<path_rra>/p-d1-bds_traffic_in_146024.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/10,1169,<path_rra>/p-d1-bds_traffic_in_146019.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/11,1170,<path_rra>/p-d1-bds_traffic_in_146020.rrd
 P-D7-PNK,61.5.14.55,ifName,HundredGigE0/14/0/20,679,<path_rra>/p-d7-pnk_traffic_in_177090.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/8/0/16,1175,<path_rra>/p-d1-bds_traffic_in_146025.rrd
 P-D1-BTC,61.5.14.57,ifName,Bundle-Ether999.300,1691,<path_rra>/p-d1-btc_traffic_in_175610.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/18,1583,<path_rra>/p-d1-bds_traffic_in_175251.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/19,1584,<path_rra>/p-d1-bds_traffic_in_175252.rrd
 P-D2-JT2,61.5.14.159,ifName,TenGigE0/9/0/4,674,<path_rra>/p-d2-jt2_new_traffic_in_153645.rrd
 P-D7-PNK,61.5.14.55,ifName,HundredGigE0/14/0/19,678,<path_rra>/p-d7-pnk_traffic_in_177089.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/28,791,<path_rra>/p-d7-mdo_traffic_in_178892.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/21,1607,<path_rra>/p-d1-btc_traffic_in_175277.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/6,800,<path_rra>/p-d7-ptr_traffic_in_175368.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/17/0/5,799,<path_rra>/p-d7-ptr_traffic_in_175367.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/2/0/6,912,<path_rra>/p-d7-ptr_traffic_in_175406.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/14,1579,<path_rra>/p-d1-bds_traffic_in_175247.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/15,1580,<path_rra>/p-d1-bds_traffic_in_175248.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/16,1581,<path_rra>/p-d1-bds_traffic_in_175249.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/15/0/13,1544,<path_rra>/p-d1-bds_traffic_in_175214.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/15/0/14,1545,<path_rra>/p-d1-bds_traffic_in_175215.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/15/0/15,1546,<path_rra>/p-d1-bds_traffic_in_175216.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/15/0/16,1547,<path_rra>/p-d1-bds_traffic_in_175217.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/6/0/31,1662,<path_rra>/p-d1-btc_traffic_in_175311.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/8,1663,<path_rra>/p-d1-btc_traffic_in_175312.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/16,1671,<path_rra>/p-d1-btc_traffic_in_175320.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/9,1664,<path_rra>/p-d1-btc_traffic_in_175313.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/10,1665,<path_rra>/p-d1-btc_traffic_in_175314.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/11,1666,<path_rra>/p-d1-btc_traffic_in_175315.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/16/0/12,1667,<path_rra>/p-d1-btc_traffic_in_175316.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/6/0/27,1658,<path_rra>/p-d1-btc_traffic_in_175307.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/6/0/28,1659,<path_rra>/p-d1-btc_traffic_in_175308.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/0,763,<path_rra>/p-d7-mdo_traffic_in_178864.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/1,764,<path_rra>/p-d7-mdo_traffic_in_178865.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/15/0/2,765,<path_rra>/p-d7-mdo_traffic_in_178866.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/14/0/5,703,<path_rra>/p-d7-mdo_traffic_in_178838.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/18,1605,<path_rra>/p-d1-btc_traffic_in_175275.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/17,1604,<path_rra>/p-d1-btc_traffic_in_175274.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/16,1603,<path_rra>/p-d1-btc_traffic_in_175273.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/15,1602,<path_rra>/p-d1-btc_traffic_in_175272.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/14,1601,<path_rra>/p-d1-btc_traffic_in_175271.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/13,1600,<path_rra>/p-d1-btc_traffic_in_175270.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/12,1599,<path_rra>/p-d1-btc_traffic_in_175269.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/11,1598,<path_rra>/p-d1-btc_traffic_in_175268.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/10,1597,<path_rra>/p-d1-btc_traffic_in_175267.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/9,1596,<path_rra>/p-d1-btc_traffic_in_175266.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/8,1595,<path_rra>/p-d1-btc_traffic_in_175265.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/15/0/19,1594,<path_rra>/p-d1-btc_traffic_in_175264.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/31,1595,<path_rra>/p-d1-bds_traffic_in_175263.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/30,1594,<path_rra>/p-d1-bds_traffic_in_175262.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/5/0/24,1589,<path_rra>/p-d1-bds_traffic_in_175257.rrd
 P-D7-PTR,61.5.13.10,ifName,Bundle-Ether60,1067,<path_rra>/p-d7-ptr_traffic_in_175750.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/14/0/31,728,<path_rra>/p-d7-mdo_traffic_in_178863.rrd
 P-D7-MDO,61.5.14.54,ifName,HundredGigE0/14/0/30,727,<path_rra>/p-d7-mdo_traffic_in_178862.rrd
 P-D1-BTC,61.5.14.57,ifName,Bundle-Ether16,1482,<path_rra>/p-d1-btc_traffic_in_164376.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/31,1463,<path_rra>/p-d1-btc_traffic_in_164375.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/30,1462,<path_rra>/p-d1-btc_traffic_in_164374.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/29,1461,<path_rra>/p-d1-btc_traffic_in_164373.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/28,1460,<path_rra>/p-d1-btc_traffic_in_164372.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/27,1459,<path_rra>/p-d1-btc_traffic_in_164371.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/26,1458,<path_rra>/p-d1-btc_traffic_in_164370.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/25,1457,<path_rra>/p-d1-btc_traffic_in_164369.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/24,1456,<path_rra>/p-d1-btc_traffic_in_164368.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/23,1455,<path_rra>/p-d1-btc_traffic_in_164367.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/22,1454,<path_rra>/p-d1-btc_traffic_in_164366.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/21,1453,<path_rra>/p-d1-btc_traffic_in_164365.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/20,1452,<path_rra>/p-d1-btc_traffic_in_164364.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/19,1451,<path_rra>/p-d1-btc_traffic_in_164363.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/5/0/18,1450,<path_rra>/p-d1-btc_traffic_in_164362.rrd
 P-D2-JT2,61.5.14.159,ifName,HundredGigE0/2/0/11,348,<path_rra>/p-d2-jt2_new_traffic_in_153364.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/0/0/20,169,<path_rra>/p2-d1-btc_traffic_in_138680.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/13/0/2,1110,<path_rra>/p-d1-bds_traffic_in_150012.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/16,467,<path_rra>/p-d2-cka_traffic_in_152097.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/17,468,<path_rra>/p-d2-cka_traffic_in_152098.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/18,469,<path_rra>/p-d2-cka_traffic_in_152099.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/19,470,<path_rra>/p-d2-cka_traffic_in_152100.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/20,471,<path_rra>/p-d2-cka_traffic_in_152101.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/21,472,<path_rra>/p-d2-cka_traffic_in_152102.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/22,473,<path_rra>/p-d2-cka_traffic_in_152103.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/23,474,<path_rra>/p-d2-cka_traffic_in_152104.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/24,475,<path_rra>/p-d2-cka_traffic_in_152105.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/3,455,<path_rra>/p-d2-cka_traffic_in_152085.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/12/0/4,456,<path_rra>/p-d2-cka_traffic_in_152086.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/0/0/23,172,<path_rra>/p2-d1-btc_traffic_in_138683.rrd
 P-D1-BTC,61.5.14.57,ifName,HundredGigE0/0/0/22,171,<path_rra>/p2-d1-btc_traffic_in_138682.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/14/0/11,1510,<path_rra>/p-d1-bds_traffic_in_175180.rrd
 P-D1-BDS,61.5.14.56,ifName,HundredGigE0/13/0/1,1109,<path_rra>/p-d1-bds_traffic_in_150011.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/12,91,<path_rra>/p2-d1-btc_traffic_in_138632.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/13,92,<path_rra>/p2-d1-btc_traffic_in_138633.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/14,93,<path_rra>/p2-d1-btc_traffic_in_138634.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/15,94,<path_rra>/p2-d1-btc_traffic_in_138635.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/0,95,<path_rra>/p2-d1-btc_traffic_in_138636.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/1,96,<path_rra>/p2-d1-btc_traffic_in_138637.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/2,97,<path_rra>/p2-d1-btc_traffic_in_138638.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/3,98,<path_rra>/p2-d1-btc_traffic_in_138639.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/19/0/12,99,<path_rra>/p2-d1-btc_traffic_in_138640.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/19/0/13,100,<path_rra>/p2-d1-btc_traffic_in_138641.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/19/0/14,101,<path_rra>/p2-d1-btc_traffic_in_138642.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/19/0/15,102,<path_rra>/p2-d1-btc_traffic_in_138643.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/19/0/16,103,<path_rra>/p2-d1-btc_traffic_in_138644.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/19/0/17,104,<path_rra>/p2-d1-btc_traffic_in_138645.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/19/0/18,105,<path_rra>/p2-d1-btc_traffic_in_138646.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/19/0/19,106,<path_rra>/p2-d1-btc_traffic_in_138647.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/20,137,<path_rra>/p2-d1-btc_traffic_in_138648.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/21,138,<path_rra>/p2-d1-btc_traffic_in_138649.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/22,139,<path_rra>/p2-d1-btc_traffic_in_138650.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/23,140,<path_rra>/p2-d1-btc_traffic_in_138651.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/16,141,<path_rra>/p2-d1-btc_traffic_in_138652.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/17,142,<path_rra>/p2-d1-btc_traffic_in_138653.rrd
 P-D1-BTC,61.5.14.57,ifName,TenGigE0/9/0/18,143,<path_rra>/p2-d1-btc_traffic_in_138654.rrd
 P-D7-PNK,61.5.14.55,ifName,dwdm0/4/0/2,285,<path_rra>/p-d7-pnk_traffic_in_134991.rrd
 P-D7-PNK,61.5.14.55,ifName,HundredGigE0/1/0/3,348,<path_rra>/p-d7-pnk_traffic_in_134992.rrd
 P-D7-PNK,61.5.14.55,ifName,HundredGigE0/14/0/30,689,<path_rra>/p-d7-pnk_traffic_in_177100.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/10/0/25,203,<path_rra>/p-d2-cka_traffic_in_151897.rrd
 P-D7-PNK,61.5.14.55,ifName,Bundle-Ether4,449,<path_rra>/p-d7-pnk_traffic_in_134971.rrd
 P-D7-PNK,61.5.14.55,ifName,Bundle-Ether10,436,<path_rra>/p-d7-pnk_traffic_in_134972.rrd
 P-D7-PNK,61.5.14.55,ifName,Bundle-Ether30,447,<path_rra>/p-d7-pnk_traffic_in_134973.rrd
 P-D7-PNK,61.5.14.55,ifName,Bundle-Ether14,438,<path_rra>/p-d7-pnk_traffic_in_134974.rrd
