description,hostname,field_name,field_value,snmp_index,data_source_path
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/21,370,<path_rra>/p-d2-cka_traffic_in_152006.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/20,369,<path_rra>/p-d2-cka_traffic_in_152005.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/18,368,<path_rra>/p-d2-cka_traffic_in_152004.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/17,367,<path_rra>/p-d2-cka_traffic_in_152003.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/16,366,<path_rra>/p-d2-cka_traffic_in_152002.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/15,365,<path_rra>/p-d2-cka_traffic_in_152001.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/14,364,<path_rra>/p-d2-cka_traffic_in_152000.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/13,363,<path_rra>/p-d2-cka_traffic_in_151999.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/12,362,<path_rra>/p-d2-cka_traffic_in_151998.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/11,361,<path_rra>/p-d2-cka_traffic_in_151997.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/10,360,<path_rra>/p-d2-cka_traffic_in_151996.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/9,359,<path_rra>/p-d2-cka_traffic_in_151995.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/8,358,<path_rra>/p-d2-cka_traffic_in_151994.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/7,357,<path_rra>/p-d2-cka_traffic_in_151993.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/6,356,<path_rra>/p-d2-cka_traffic_in_151992.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/5,355,<path_rra>/p-d2-cka_traffic_in_151991.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/4,354,<path_rra>/p-d2-cka_traffic_in_151990.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/3,353,<path_rra>/p-d2-cka_traffic_in_151989.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/2,352,<path_rra>/p-d2-cka_traffic_in_151988.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/1,351,<path_rra>/p-d2-cka_traffic_in_151987.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/0,350,<path_rra>/p-d2-cka_traffic_in_151986.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/2/0/19,349,<path_rra>/p-d2-cka_traffic_in_151985.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/31,346,<path_rra>/p-d2-cka_traffic_in_151984.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/30,345,<path_rra>/p-d2-cka_traffic_in_151983.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/29,344,<path_rra>/p-d2-cka_traffic_in_151982.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/28,343,<path_rra>/p-d2-cka_traffic_in_151981.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/27,342,<path_rra>/p-d2-cka_traffic_in_151980.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/26,341,<path_rra>/p-d2-cka_traffic_in_151979.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/25,340,<path_rra>/p-d2-cka_traffic_in_151978.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/24,339,<path_rra>/p-d2-cka_traffic_in_151977.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/23,338,<path_rra>/p-d2-cka_traffic_in_151976.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/22,337,<path_rra>/p-d2-cka_traffic_in_151975.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/21,336,<path_rra>/p-d2-cka_traffic_in_151974.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/20,335,<path_rra>/p-d2-cka_traffic_in_151973.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/19,334,<path_rra>/p-d2-cka_traffic_in_151972.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/18,333,<path_rra>/p-d2-cka_traffic_in_151971.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/17,332,<path_rra>/p-d2-cka_traffic_in_151970.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/16,331,<path_rra>/p-d2-cka_traffic_in_151969.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/15,330,<path_rra>/p-d2-cka_traffic_in_151968.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/14,329,<path_rra>/p-d2-cka_traffic_in_151967.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/13,328,<path_rra>/p-d2-cka_traffic_in_151966.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/12,327,<path_rra>/p-d2-cka_traffic_in_151965.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/11,326,<path_rra>/p-d2-cka_traffic_in_151964.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/10,325,<path_rra>/p-d2-cka_traffic_in_151963.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/9,324,<path_rra>/p-d2-cka_traffic_in_151962.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/8,323,<path_rra>/p-d2-cka_traffic_in_151961.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/7,322,<path_rra>/p-d2-cka_traffic_in_151960.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/5,321,<path_rra>/p-d2-cka_traffic_in_151959.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/4,320,<path_rra>/p-d2-cka_traffic_in_151958.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/3,319,<path_rra>/p-d2-cka_traffic_in_151957.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/2,318,<path_rra>/p-d2-cka_traffic_in_151956.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/1,317,<path_rra>/p-d2-cka_traffic_in_151955.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/0,316,<path_rra>/p-d2-cka_traffic_in_151954.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/11/0/6,315,<path_rra>/p-d2-cka_traffic_in_151953.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/43,307,<path_rra>/p-d2-cka_traffic_in_151951.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/42,306,<path_rra>/p-d2-cka_traffic_in_151950.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/41,305,<path_rra>/p-d2-cka_traffic_in_151949.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/40,304,<path_rra>/p-d2-cka_traffic_in_151948.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/35,303,<path_rra>/p-d2-cka_traffic_in_151947.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/19,113,<path_rra>/p-d7-mdo_traffic_in_165631.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/18,112,<path_rra>/p-d7-mdo_traffic_in_165630.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/17,111,<path_rra>/p-d7-mdo_traffic_in_165629.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/16,110,<path_rra>/p-d7-mdo_traffic_in_165628.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/27,700,<path_rra>/p-d5-kbl_traffic_in_150005.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/26,699,<path_rra>/p-d5-kbl_traffic_in_150004.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/25,698,<path_rra>/p-d5-kbl_traffic_in_150003.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/24,697,<path_rra>/p-d5-kbl_traffic_in_150002.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/23,696,<path_rra>/p-d5-kbl_traffic_in_150001.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/22,695,<path_rra>/p-d5-kbl_traffic_in_150000.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/21,694,<path_rra>/p-d5-kbl_traffic_in_149999.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/20,693,<path_rra>/p-d5-kbl_traffic_in_149998.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/15,109,<path_rra>/p-d7-mdo_traffic_in_165627.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/14,108,<path_rra>/p-d7-mdo_traffic_in_165626.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/13,107,<path_rra>/p-d7-mdo_traffic_in_165625.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/12,106,<path_rra>/p-d7-mdo_traffic_in_165624.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/11,105,<path_rra>/p-d7-mdo_traffic_in_165623.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/10,104,<path_rra>/p-d7-mdo_traffic_in_165622.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/9,103,<path_rra>/p-d7-mdo_traffic_in_165621.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/8,102,<path_rra>/p-d7-mdo_traffic_in_165620.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/7,101,<path_rra>/p-d7-mdo_traffic_in_165619.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/6,100,<path_rra>/p-d7-mdo_traffic_in_165618.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/5,99,<path_rra>/p-d7-mdo_traffic_in_165617.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/4,98,<path_rra>/p-d7-mdo_traffic_in_165616.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/3,97,<path_rra>/p-d7-mdo_traffic_in_165615.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/2,96,<path_rra>/p-d7-mdo_traffic_in_165614.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/1,95,<path_rra>/p-d7-mdo_traffic_in_165613.rrd
 P-D7-MDO,61.5.14.54,ifName,TenGigE0/18/0/0,94,<path_rra>/p-d7-mdo_traffic_in_165612.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/19,692,<path_rra>/p-d5-kbl_traffic_in_149997.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/18,691,<path_rra>/p-d5-kbl_traffic_in_149996.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/17,690,<path_rra>/p-d5-kbl_traffic_in_149995.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/16,689,<path_rra>/p-d5-kbl_traffic_in_149994.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/15,688,<path_rra>/p-d5-kbl_traffic_in_149993.rrd
 P-D2-JT2,61.5.14.159,ifName,Bundle-Ether44,764,<path_rra>/p-d2-jt2_new_traffic_in_155172.rrd
 P-D2-JT2,61.5.14.159,ifName,Bundle-Ether37,763,<path_rra>/p-d2-jt2_new_traffic_in_155171.rrd
 P-D2-JT2,61.5.14.159,ifName,Bundle-Ether30,762,<path_rra>/p-d2-jt2_new_traffic_in_155170.rrd
 P-D2-JT2,61.5.14.159,ifName,Bundle-Ether11,761,<path_rra>/p-d2-jt2_new_traffic_in_155169.rrd
 P-D2-JT2,61.5.14.159,ifName,Bundle-Ether10,760,<path_rra>/p-d2-jt2_new_traffic_in_155168.rrd
 P-D2-JT2,61.5.14.159,ifName,Bundle-Ether6,759,<path_rra>/p-d2-jt2_new_traffic_in_155167.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/34,302,<path_rra>/p-d2-cka_traffic_in_151946.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/6/0/2,254,<path_rra>/p-d5-rkt_traffic_in_147149.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/6/0/5,255,<path_rra>/p-d5-rkt_traffic_in_147150.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/6/0/6,282,<path_rra>/p-d5-rkt_traffic_in_147151.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/6/0/1,283,<path_rra>/p-d5-rkt_traffic_in_147152.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/6/0/7,284,<path_rra>/p-d5-rkt_traffic_in_147153.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/6/0/0,285,<path_rra>/p-d5-rkt_traffic_in_147154.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/6/0/4,286,<path_rra>/p-d5-rkt_traffic_in_147155.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/6/0/3,287,<path_rra>/p-d5-rkt_traffic_in_147156.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/17/0/5,411,<path_rra>/p-d5-rkt_traffic_in_147157.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/17/0/7,412,<path_rra>/p-d5-rkt_traffic_in_147158.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/17/0/4,413,<path_rra>/p-d5-rkt_traffic_in_147159.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/17/0/6,414,<path_rra>/p-d5-rkt_traffic_in_147160.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/17/0/3,603,<path_rra>/p-d5-rkt_traffic_in_147161.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/17/0/0,604,<path_rra>/p-d5-rkt_traffic_in_147162.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/17/0/2,605,<path_rra>/p-d5-rkt_traffic_in_147163.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/17/0/1,606,<path_rra>/p-d5-rkt_traffic_in_147164.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/12/0/0,618,<path_rra>/p-d5-rkt_traffic_in_147165.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/16,663,<path_rra>/p-d5-kbl_traffic_in_149968.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/17,664,<path_rra>/p-d5-kbl_traffic_in_149969.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/33,301,<path_rra>/p-d2-cka_traffic_in_151945.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/32,300,<path_rra>/p-d2-cka_traffic_in_151944.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/47,299,<path_rra>/p-d2-cka_traffic_in_151943.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/46,298,<path_rra>/p-d2-cka_traffic_in_151942.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/45,297,<path_rra>/p-d2-cka_traffic_in_151941.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/44,296,<path_rra>/p-d2-cka_traffic_in_151940.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/31,295,<path_rra>/p-d2-cka_traffic_in_151939.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/30,294,<path_rra>/p-d2-cka_traffic_in_151938.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/18,665,<path_rra>/p-d5-kbl_traffic_in_149970.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/19,666,<path_rra>/p-d5-kbl_traffic_in_149971.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/20,667,<path_rra>/p-d5-kbl_traffic_in_149972.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/21,668,<path_rra>/p-d5-kbl_traffic_in_149973.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/22,669,<path_rra>/p-d5-kbl_traffic_in_149974.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/23,670,<path_rra>/p-d5-kbl_traffic_in_149975.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/24,671,<path_rra>/p-d5-kbl_traffic_in_149976.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/25,672,<path_rra>/p-d5-kbl_traffic_in_149977.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/26,673,<path_rra>/p-d5-kbl_traffic_in_149978.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/11/0/27,674,<path_rra>/p-d5-kbl_traffic_in_149979.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/12/0/5,619,<path_rra>/p-d5-rkt_traffic_in_147166.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/12/0/7,620,<path_rra>/p-d5-rkt_traffic_in_147167.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/12/0/2,621,<path_rra>/p-d5-rkt_traffic_in_147168.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/12/0/6,622,<path_rra>/p-d5-rkt_traffic_in_147169.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/12/0/3,623,<path_rra>/p-d5-rkt_traffic_in_147170.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/12/0/4,624,<path_rra>/p-d5-rkt_traffic_in_147171.rrd
 P-D5-RKT,61.5.14.165,ifName,HundredGigE0/12/0/1,625,<path_rra>/p-d5-rkt_traffic_in_147172.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/10/0/28,206,<path_rra>/p-d2-cka_traffic_in_151900.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/10/0/29,207,<path_rra>/p-d2-cka_traffic_in_151901.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/29,293,<path_rra>/p-d2-cka_traffic_in_151937.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/28,292,<path_rra>/p-d2-cka_traffic_in_151936.rrd
 P-D2-JT2,61.5.14.159,ifName,TenGigE0/19/0/47.22,758,<path_rra>/p-d2-jt2_new_traffic_in_155145.rrd
 P-D2-JT2,61.5.14.159,ifName,TenGigE0/19/0/47.21,757,<path_rra>/p-d2-jt2_new_traffic_in_155144.rrd
 P-D2-JT2,61.5.14.159,ifName,TenGigE0/19/0/47.1102,755,<path_rra>/p-d2-jt2_new_traffic_in_155142.rrd
 P-D2-JT2,61.5.14.159,ifName,TenGigE0/19/0/47.1643,754,<path_rra>/p-d2-jt2_new_traffic_in_155141.rrd
 P-D7-BAL,61.5.13.11,ifName,Bundle-Ether37.52,502,<path_rra>/p-d7-bal_traffic_in_126095.rrd
 P-D7-PNK,61.5.14.55,ifName,Bundle-Ether101,697,<path_rra>/p-d7-pnk_traffic_in_177490.rrd
 P-D7-PNK,61.5.14.55,ifName,Bundle-Ether100,696,<path_rra>/p-d7-pnk_traffic_in_177489.rrd
 P-D7-PTR,61.5.13.10,ifName,HundredGigE0/8/0/8,1037,<path_rra>/p-d7-ptr_traffic_in_175509.rrd
 P-D7-BAL,61.5.13.11,ifName,Bundle-Ether6,508,<path_rra>/p-d7-bal_traffic_in_154421.rrd
 P-D7-BAL,61.5.13.11,ifName,Bundle-Ether10,486,<path_rra>/p-d7-bal_traffic_in_154420.rrd
 P-D5-KBL,61.5.14.164,ifName,HundredGigE0/1/0/11,684,<path_rra>/p-d5-kbl_traffic_in_149989.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/27,291,<path_rra>/p-d2-cka_traffic_in_151935.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/26,290,<path_rra>/p-d2-cka_traffic_in_151934.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/25,289,<path_rra>/p-d2-cka_traffic_in_151933.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/24,288,<path_rra>/p-d2-cka_traffic_in_151932.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/39,287,<path_rra>/p-d2-cka_traffic_in_151931.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/38,286,<path_rra>/p-d2-cka_traffic_in_151930.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/37,285,<path_rra>/p-d2-cka_traffic_in_151929.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/36,284,<path_rra>/p-d2-cka_traffic_in_151928.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/23,283,<path_rra>/p-d2-cka_traffic_in_151927.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/22,282,<path_rra>/p-d2-cka_traffic_in_151926.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/21,281,<path_rra>/p-d2-cka_traffic_in_151925.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/20,280,<path_rra>/p-d2-cka_traffic_in_151924.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/19,279,<path_rra>/p-d2-cka_traffic_in_151923.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/18,278,<path_rra>/p-d2-cka_traffic_in_151922.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/17,277,<path_rra>/p-d2-cka_traffic_in_151921.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/11,275,<path_rra>/p-d2-cka_traffic_in_151919.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/10,274,<path_rra>/p-d2-cka_traffic_in_151918.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/9,273,<path_rra>/p-d2-cka_traffic_in_151917.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/8,272,<path_rra>/p-d2-cka_traffic_in_151916.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/7,271,<path_rra>/p-d2-cka_traffic_in_151915.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/6,270,<path_rra>/p-d2-cka_traffic_in_151914.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/5,269,<path_rra>/p-d2-cka_traffic_in_151913.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/4,268,<path_rra>/p-d2-cka_traffic_in_151912.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/15,255,<path_rra>/p-d2-cka_traffic_in_151911.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/14,254,<path_rra>/p-d2-cka_traffic_in_151910.rrd
 P-D2-CKA,61.5.14.158,ifName,TenGigE0/19/0/46.555,1231,<path_rra>/p-d2-cka_traffic_in_180902.rrd
 P-D2-CKA,61.5.14.158,ifName,Bundle-Ether777,1232,<path_rra>/p-d2-cka_traffic_in_180903.rrd
 P-D2-CKA,61.5.14.158,ifName,Bundle-Ether555,1233,<path_rra>/p-d2-cka_traffic_in_180904.rrd
 P-D2-CKA,61.5.14.158,ifName,Bundle-Ether18,1194,<path_rra>/p-d2-cka_traffic_in_180905.rrd
 P-D2-CKA,61.5.14.158,ifName,Bundle-Ether77,1196,<path_rra>/p-d2-cka_traffic_in_180906.rrd
 P-D2-CKA,61.5.14.158,ifName,Bundle-Ether66,1197,<path_rra>/p-d2-cka_traffic_in_180907.rrd
 P-D2-CKA,61.5.14.158,ifName,Bundle-Ether63,1199,<path_rra>/p-d2-cka_traffic_in_180908.rrd
 P-D2-CKA,61.5.14.158,ifName,Bundle-Ether73,1200,<path_rra>/p-d2-cka_traffic_in_180909.rrd
 P-D2-CKA,61.5.14.158,ifName,Bundle-Ether17.24,1215,<path_rra>/p-d2-cka_traffic_in_180910.rrd
 P-D7-MDO,61.5.14.54,ifName,Bundle-Ether9,500,<path_rra>/p-d7-mdo_traffic_in_135572.rrd
 P-D7-PTR,61.5.13.10,ifName,Bundle-Ether4,656,<path_rra>/p-d7-ptr_traffic_in_135571.rrd
 P-D2-CKA,61.5.14.158,ifName,HundredGigE0/1/0/17,64,<path_rra>/p-d2-cka_traffic_in_151810.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/0,252,<path_rra>/p-d6-bjm_traffic_in_110294.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/1,253,<path_rra>/p-d6-bjm_traffic_in_110295.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/2,254,<path_rra>/p-d6-bjm_traffic_in_110296.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/3,255,<path_rra>/p-d6-bjm_traffic_in_110297.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/4,256,<path_rra>/p-d6-bjm_traffic_in_110298.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/5,257,<path_rra>/p-d6-bjm_traffic_in_110299.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/6,258,<path_rra>/p-d6-bjm_traffic_in_110300.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/7,259,<path_rra>/p-d6-bjm_traffic_in_110301.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/8,260,<path_rra>/p-d6-bjm_traffic_in_110302.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/9,261,<path_rra>/p-d6-bjm_traffic_in_110303.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/10,262,<path_rra>/p-d6-bjm_traffic_in_110304.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/11,263,<path_rra>/p-d6-bjm_traffic_in_110305.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/12,264,<path_rra>/p-d6-bjm_traffic_in_110306.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/13,265,<path_rra>/p-d6-bjm_traffic_in_110307.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/14,266,<path_rra>/p-d6-bjm_traffic_in_110308.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/15,267,<path_rra>/p-d6-bjm_traffic_in_110309.rrd
 P-D6-BJM,61.5.14.48,ifName,TenGigE0/19/0/16,268,<path_rra>/p-d6-bjm_traffic_in_110310.rrd
